Date Time,Open,High,Low,Close,Adj Close,Volume
2023-02-13 09:30:00,12361.861328125,12362.615234375,12350.447265625,12350.447265625,12350.447265625,0
2023-02-14 09:30:00,12408.001953125,12408.4111328125,12392.4951171875,12394.798828125,12394.798828125,0
2023-02-15 09:30:00,12530.2802734375,12530.2802734375,12520.9560546875,12529.123046875,12529.123046875,0
2023-02-16 09:30:00,12500.474609375,12503.09765625,12500.27734375,12501.798828125,12501.798828125,0
2023-02-17 09:30:00,12350.009765625,12357.4775390625,12344.3212890625,12356.974609375,12356.974609375,0
